"tankID","X205A_origin","Basket","fishID","witroxChannel","respirometryChamber","witroxFileName","controlChamber","Date","mass_g","OBS","tempCelsius","tempKelvin","boltzmannK","invKT","lnMass_g","color","shape","timeDays","tankN","ch","respRate_mlO2_h","respRate_mgO2_h","respRate_gC_d","respRate_j_d","lnRespRate_j_d"
"29_3","",5,"29_3_5","2N",10,"29_C_new_witrox_6.txt","Control_29_6",2018-06-01,0.1388,"",29,302.15,8.62e-05,0.305324711834194,-1.97472123090943,"seagreen3",23,50,"3","channel_2",0.0762629491616073,0.108979754351937,0.000980817789167432,38.2518937775298,3.6441930695706
"29_4","",2,"29_4_2","3N",11,"29_C_new_witrox_6.txt","Control_29_6",2018-06-01,0.1732,"",29,302.15,8.62e-05,0.305324711834194,-1.7533082828538,"seagreen3",23,50,"4","channel_3",0.0780514167435368,0.111535474526514,0.00100381927073863,39.1489515588065,3.6673736419711
"29_4","",1,"29_4_1","4N",12,"29_C_new_witrox_6.txt","Control_29_6",2018-06-01,0.1323,"",29,302.15,8.62e-05,0.305324711834194,-2.02268320786123,"seagreen3",23,50,"4","channel_4",0.118551093189121,0.169409512167254,0.00152468560950529,59.4627387707063,4.08534987723415
"26_2","",1,"26_2_1","1N",1,"26_C_new_witrox_7.txt","Control_26_7",2018-06-06,0.1431,"",26,299.15,8.62e-05,-0.0797122156768461,-1.94421159241973,"dodgerblue2",22,55,"2","channel_1",0.0786774309797155,0.112430048870013,0.00101187043983012,39.4629471533747,3.67536218491588
"26_2","",4,"26_2_4","2N",2,"26_C_new_witrox_7.txt","Control_26_7",2018-06-06,0.1786,"",26,299.15,8.62e-05,-0.0797122156768461,-1.72260661053974,"dodgerblue2",22,55,"2","channel_2",0.0894943392836633,0.127887410836355,0.00115098669752719,44.8884812035606,3.80418121848479
"26_1","",3,"26_1_3","3N",3,"26_C_new_witrox_7.txt","Control_26_7",2018-06-06,0.1063,"",26,299.15,8.62e-05,-0.0797122156768461,-2.24148999363423,"dodgerblue2",22,55,"1","channel_3",0.0732847723079722,0.104723939628092,0.000942515456652831,36.7581028094604,3.60435868596685
"26_3","",5,"26_3_5","4N",4,"26_C_new_witrox_7.txt","Control_26_7",2018-06-06,0.1529,"",26,299.15,8.62e-05,-0.0797122156768461,-1.87797116604712,"dodgerblue2",22,55,"3","channel_4",0.0612668968458931,0.0875503955927813,0.000787953560335032,30.7301888530662,3.42524552168375
"26_3","",3,"26_3_3","1N",9,"26_C_new_witrox_8.txt","Control_26_7",2018-06-06,0.1686,"",26,299.15,8.62e-05,-0.0797122156768461,-1.78022623341438,"dodgerblue2",22,55,"3","channel_1",0.0723512452540635,0.103389929468057,0.000930509365212511,36.2898652432879,3.59153850788901
"26_3","",1,"26_3_1","2N",10,"26_C_new_witrox_8.txt","Control_26_7",2018-06-06,0.1818,"",26,299.15,8.62e-05,-0.0797122156768461,-1.70484809723876,"dodgerblue2",22,55,"3","channel_2",0.079574775810829,0.113712354633675,0.00102341119170307,39.9130364764198,3.68670299926393
"26_1","",1,"26_1_1","3N",11,"26_C_new_witrox_8.txt","Control_26_7",2018-06-06,0.1085,"",26,299.15,8.62e-05,-0.0797122156768461,-2.22100510600162,"dodgerblue2",22,55,"1","channel_3",0.0441521353026708,0.0630934013475166,0.000567840612127649,22.1457838729783,3.0976471340383
"26_4","",3,"26_4_3","4N",12,"26_C_new_witrox_8.txt","Control_26_7",2018-06-06,0.209,"",26,299.15,8.62e-05,-0.0797122156768461,-1.56542102701733,"dodgerblue2",22,55,"4","channel_4",0.106608250095292,0.152343189386173,0.00137108870447555,53.4724594745466,3.97916674518252
"26_3","",2,"26_3_2","1N",9,"26_C_new_witrox_9.txt","Control_26_9",2018-06-06,0.2377,"",26,299.15,8.62e-05,-0.0797122156768461,-1.43674590461599,"dodgerblue2",22,55,"3","channel_1",0.122423830951161,0.174943654429209,0.00157449288986288,61.4052227046524,4.11749489187203
"26_2","",3,"26_2_3","2N",10,"26_C_new_witrox_9.txt","Control_26_9",2018-06-06,0.1265,"",26,299.15,8.62e-05,-0.0797122156768461,-2.06751297081456,"dodgerblue2",22,55,"2","channel_2",0.055584237572823,0.0794298754915641,0.000714868879424077,27.879886297539,3.32790550760348
"26_2","",2,"26_2_2","3N",11,"26_C_new_witrox_9.txt","Control_26_9",2018-06-06,0.1546,"",26,299.15,8.62e-05,-0.0797122156768461,-1.86691414282882,"dodgerblue2",22,55,"2","channel_3",0.0547217944538149,0.0781974442745015,0.000703776998470514,27.44730294035,3.31226790958918
"26_1","",4,"26_1_4","4N",12,"26_C_new_witrox_9.txt","Control_26_9",2018-06-06,0.192,"",26,299.15,8.62e-05,-0.0797122156768461,-1.65025990695436,"dodgerblue2",22,55,"1","channel_4",0.0958373699331469,0.136951601634467,0.0012325644147102,48.0700121736979,3.87265853515522
"32_1","",3,"32_1_3","1N",1,"32_C_new_witrox_7.txt","Control_32_7",2018-06-06,0.1556,"",32,305.15,8.62e-05,0.682790865741871,-1.86046666723785,"purple",24,55,"1","channel_1",0.102196604631526,0.146038948018451,0.00131435053216606,51.2596707544763,3.93690429786567
"32_4","",4,"32_4_4","2N",2,"32_C_new_witrox_7.txt","Control_32_7",2018-06-06,0.1965,"",32,305.15,8.62e-05,0.682790865741871,-1.62709284767282,"purple",24,55,"4","channel_2",0.12414015735291,0.177396284857309,0.00159656656371578,62.2660959849154,4.13141707196015
"32_2","",1,"32_2_1","3N",3,"32_C_new_witrox_7.txt","Control_32_7",2018-06-06,0.1629,"",32,305.15,8.62e-05,0.682790865741871,-1.81461876337414,"purple",24,55,"2","channel_3",0.151577077266069,0.216603643413212,0.00194943279071891,76.0278788380376,4.33110009983811
"32_1","",1,"32_1_1","4N",4,"32_C_new_witrox_7.txt","Control_32_7",2018-06-06,0.1329,"",32,305.15,8.62e-05,0.682790865741871,-2.01815831326294,"purple",24,55,"1","channel_4",0.109259303866605,0.156131545225378,0.0014051839070284,54.8021723741076,4.00372983503153
"29_1","",5,"29_1_5","1N",1,"29_C_new_witrox_7.txt","Control_29_7",2018-06-07,0.1695,"",29,302.15,8.62e-05,0.305324711834194,-1.77490235216163,"seagreen3",23,56,"1","channel_1",0.103358609715194,0.147699453283012,0.00132929507954711,51.8425081023372,3.9482104324774
"29_1","",1,"29_1_1","2N",2,"29_C_new_witrox_7.txt","Control_29_7",2018-06-07,0.2974,"",29,302.15,8.62e-05,0.305324711834194,-1.21267724495608,"seagreen3",23,56,"1","channel_2",0.256315709145389,0.366275148368761,0.00329647633531885,128.562577077435,4.85641576694579
"29_2","",5,"29_2_5","3N",3,"29_C_new_witrox_7.txt","Control_29_7",2018-06-07,0.141,"",29,302.15,8.62e-05,0.305324711834194,-1.95899538860397,"seagreen3",23,56,"2","channel_3",0.121884783312245,0.174173355353198,0.00156756019817878,61.1348477289725,4.11308204285898
"29_3","",2,"29_3_2","4N",4,"29_C_new_witrox_7.txt","Control_29_7",2018-06-07,0.2176,"",29,302.15,8.62e-05,0.305324711834194,-1.52509676400035,"seagreen3",23,56,"3","channel_4",0.114694250868728,0.163898084491413,0.00147508276042271,57.5282276564858,4.05227574310855
"29_2","",4,"29_2_4","1N",9,"29_C_new_witrox_8.txt","Control_29_7",2018-06-07,0.1484,"",29,302.15,8.62e-05,0.305324711834194,-1.90784394824886,"seagreen3",23,56,"2","channel_1",0.0963052430102583,0.137620192261659,0.00123858173035493,48.3046874838424,3.87752860530446
"29_2","",1,"29_2_1","2N",10,"29_C_new_witrox_8.txt","Control_29_7",2018-06-07,0.1872,"",29,302.15,8.62e-05,0.305324711834194,-1.67557771493865,"seagreen3",23,56,"2","channel_2",0.112958856509242,0.161418205951706,0.00145276385356536,56.6577902890489,4.03702949415456
"29_2","",2,"29_2_2","3N",11,"29_C_new_witrox_8.txt","Control_29_7",2018-06-07,0.1568,"",29,302.15,8.62e-05,0.305324711834194,-1.85278417106583,"seagreen3",23,56,"2","channel_3",0.0451082750603162,0.0644597250611919,0.000580137525550727,22.6253634964784,3.11907155559962
"29_1","",2,"29_1_2","4N",12,"29_C_new_witrox_8.txt","Control_29_7",2018-06-07,0.1505,"",29,302.15,8.62e-05,0.305324711834194,-1.89379219479321,"seagreen3",23,56,"1","channel_4",0.115282124588708,0.164738156037264,0.00148264340433538,57.8230927690797,4.05738822476473
"32_3","",3,"32_3_3","1N",1,"32_C_new_witrox_8.txt","Control_32_8",2018-06-07,0.2143,"",32,305.15,8.62e-05,0.682790865741871,-1.54037837650261,"purple",24,56,"3","channel_1",0.13234922736827,0.189127045909258,0.00170214341318332,66.3835931141496,4.19544993429584
"32_4","",3,"32_4_3","2N",2,"32_C_new_witrox_8.txt","Control_32_8",2018-06-07,0.2158,"",32,305.15,8.62e-05,0.682790865741871,-1.5334032261581,"purple",24,56,"4","channel_2",0.132643309702993,0.189547289565577,0.00170592560609019,66.5310986375174,4.19766948703271
"32_4","",1,"32_4_1","3N",3,"32_C_new_witrox_8.txt","Control_32_8",2018-06-07,0.1631,"",32,305.15,8.62e-05,0.682790865741871,-1.81339176935517,"purple",24,56,"4","channel_3",0.121564222153651,0.173715273457567,0.0015634374611181,60.9740609836059,4.11044854396054
"32_3","",4,"32_3_4","4N",4,"32_C_new_witrox_8.txt","Control_32_8",2018-06-07,0.128,"",32,305.15,8.62e-05,0.682790865741871,-2.05572501506252,"purple",24,56,"3","channel_4",0.0834449032219461,0.119242766704161,0.00107318490033745,41.8542111131605,3.73419241584361
"32_2","",2,"32_2_2","1N",9,"32_C_new_witrox_9.txt","Control_32_8",2018-06-07,0.2468,"",32,305.15,8.62e-05,0.682790865741871,-1.3991769869509,"purple",24,56,"2","channel_1",0.136833297267271,0.19553478179493,0.00175981303615437,68.6327084100205,4.22876922007921
"32_3","",5,"32_3_5","2N",10,"32_C_new_witrox_9.txt","Control_32_8",2018-06-07,0.14,"",32,305.15,8.62e-05,0.682790865741871,-1.96611285637283,"purple",24,56,"3","channel_2",0.0840425539848025,0.120096809644283,0.00108087128679855,42.1539801851433,3.74132910905599
"32_1","",2,"32_1_2","3N",11,"32_C_new_witrox_9.txt","Control_32_8",2018-06-07,0.1357,"",32,305.15,8.62e-05,0.682790865741871,-1.99730871214131,"purple",24,56,"1","channel_3",0.043549509248653,0.0622322487163252,0.000560090238446927,21.8435192994301,3.08390427797883
"32_4","",2,"32_4_2","4N",12,"32_C_new_witrox_9.txt","Control_32_8",2018-06-07,0.1737,"",32,305.15,8.62e-05,0.682790865741871,-1.75042560573508,"purple",24,56,"4","channel_4",0.100314400134718,0.143349277792513,0.00129014350013261,50.315596505172,3.91831509872935
"20_1","",4,"20_1_4","1N",1,"20_C_new_witrox_7.txt","Control_20_7",2018-06-08,0.1445,"",20,293.15,8.62e-05,-0.873428112981714,-1.93447577142965,"tomato",21,57,"1","channel_1",0.0541113424061665,0.077325108298412,0.000695925974685708,27.1411130127426,3.3010496636153
"20_2","",2,"20_2_2","2N",2,"20_C_new_witrox_7.txt","Control_20_7",2018-06-08,0.0669,"",20,293.15,8.62e-05,-0.873428112981714,-2.70455631184795,"tomato",21,57,"2","channel_2",0.0271445060479505,0.0387894991425213,0.000349105492282691,13.615114199025,2.6111805138265
"20_1","",1,"20_1_1","3N",3,"20_C_new_witrox_7.txt","Control_20_7",2018-06-08,0.0831,"",20,293.15,8.62e-05,-0.873428112981714,-2.48771057712073,"tomato",21,57,"1","channel_3",0.0435147015016357,0.0621825084458375,0.000559642576012537,21.8260604644889,3.08310468998345
"20_1","",5,"20_1_5","4N",4,"20_C_new_witrox_7.txt","Control_20_7",2018-06-08,0.1293,"",20,293.15,8.62e-05,-0.873428112981714,-2.04561999320433,"tomato",21,57,"1","channel_4",0.0498228643238954,0.0711968731188466,0.000640771858069619,24.9901024647152,3.21847984506715
"20_3","",2,"20_3_2","1N",1,"20_C_new_witrox_8.txt","Control_20_8",2018-06-08,0.1164,"",20,293.15,8.62e-05,-0.873428112981714,-2.1507227436848,"tomato",21,57,"3","channel_1",0.0613585975930764,0.0876814359605062,0.000789132923644556,30.7761840221377,3.42674114483612
"20_3","",5,"20_3_5","2N",2,"20_C_new_witrox_8.txt","Control_20_8",2018-06-08,0.124,"",20,293.15,8.62e-05,-0.873428112981714,-2.0874737133771,"tomato",21,57,"3","channel_2",0.0514530858850338,0.0735264597297132,0.000661738137567419,25.8077873651293,3.25067628224202
"20_3","",1,"20_3_1","3N",3,"20_C_new_witrox_8.txt","Control_20_8",2018-06-08,0.1544,"",20,293.15,8.62e-05,-0.873428112981714,-1.86820864139146,"tomato",21,57,"3","channel_3",0.0570858784621726,0.0815757203224446,0.000734181482902001,28.633077833178,3.35456261711039
"20_4","",1,"20_4_1","4N",4,"20_C_new_witrox_8.txt","Control_20_8",2018-06-08,0.121,"",20,293.15,8.62e-05,-0.873428112981714,-2.1119647333854,"tomato",21,57,"4","channel_4",0.0522016349479547,0.0745961363406273,0.000671365227065645,26.1832438555602,3.26511965867161
"20_2","",5,"20_2_5","1N",9,"20_C_new_witrox_9.txt","Control_20_8",2018-06-08,0.1035,"",20,293.15,8.62e-05,-0.873428112981714,-2.26818366627671,"tomato",21,57,"2","channel_1",0.0418045089767056,0.0597386433277122,0.00053764778994941,20.968263808027,3.04301004740071
"20_4","",2,"20_4_2","2N",10,"20_C_new_witrox_9.txt","Control_20_8",2018-06-08,0.1614,"",20,293.15,8.62e-05,-0.873428112981714,-1.82386952314629,"tomato",21,57,"4","channel_2",0.0290505921372459,0.0415132961641244,0.00037361966547712,14.5711669536077,2.6790447099036
"20_4","",5,"20_4_5","3N",11,"20_C_new_witrox_9.txt","Control_20_8",2018-06-08,0.1478,"",20,293.15,8.62e-05,-0.873428112981714,-1.91189527046804,"tomato",21,57,"4","channel_3",0.0287358128725715,0.0410634765949047,0.000369571289354142,14.4132802848115,2.66815002357889
"20_3","",4,"20_3_4","4N",12,"20_C_new_witrox_9.txt","Control_20_8",2018-06-08,0.1107,"",20,293.15,8.62e-05,-0.873428112981714,-2.20093143926755,"tomato",21,57,"3","channel_4",0.0415044739395283,0.0593098932595859,0.000533789039336273,20.8177725341147,3.03580707062925
"29_4","",3,"29_4_3","1N",9,"29_C_new_witrox_9.txt","Control_29_9",2018-06-08,0.2313,"",29,302.15,8.62e-05,0.305324711834194,-1.46403970974474,"seagreen3",23,57,"4","channel_1",0.134151042039428,0.191701839074342,0.00172531655166908,67.2873455150942,4.20897218799136
"29_4","",5,"29_4_5","2N",10,"29_C_new_witrox_9.txt","Control_29_9",2018-06-08,0.2179,"",29,302.15,8.62e-05,0.305324711834194,-1.52371903703156,"seagreen3",23,57,"4","channel_2",0.102103000073123,0.145905187104493,0.00131314668394044,51.212720673677,3.93598795184446
"29_4","",1,"29_4_1","3N",11,"29_C_new_witrox_9.txt","Control_29_9",2018-06-08,0.1844,"",29,302.15,8.62e-05,0.305324711834194,-1.69064796785964,"seagreen3",23,57,"4","channel_3",0.0496880356060649,0.0710042028810668,0.000639037825929601,24.9224752112544,3.21577001528104
"29_4","",4,"29_4_4","4N",12,"29_C_new_witrox_9.txt","Control_29_9",2018-06-08,0.1648,"",29,302.15,8.62e-05,0.305324711834194,-1.80302266150677,"seagreen3",23,57,"4","channel_4",0.122556619908077,0.175133409848642,0.00157620068863778,61.4718268568733,4.11857896996442
"26_3","",5,"26_3_5","1N",1,"26_C_new_witrox_10.txt","Control_26_10",2018-06-13,0.179,"",26,299.15,8.62e-05,-0.0797122156768461,-1.72036947314138,"dodgerblue2",22,62,"3","channel_1",0.0948219150049978,0.135500516542142,0.00121950464887928,47.5606813062918,3.86200639691535
"26_4","",1,"26_4_1","2N",2,"26_C_new_witrox_10.txt","Control_26_10",2018-06-13,0.2424,"",26,299.15,8.62e-05,-0.0797122156768461,-1.41716602478698,"dodgerblue2",22,62,"4","channel_2",0.115911328854908,0.165637288933663,0.00149073560040297,58.1386884157158,4.06283133580705
"26_4","",4,"26_4_4","3N",3,"26_C_new_witrox_10.txt","Control_26_10",2018-06-13,0.1425,"",26,299.15,8.62e-05,-0.0797122156768461,-1.94841327927343,"dodgerblue2",22,62,"4","channel_3",0.0766643454394244,0.109553349632937,0.000985980146696437,38.453225721161,3.64944258635112
"26_1","",1,"26_1_1","4N",4,"26_C_new_witrox_10.txt","Control_26_10",2018-06-13,0.1243,"",26,299.15,8.62e-05,-0.0797122156768461,-2.08505728046547,"dodgerblue2",22,62,"1","channel_4",0.0504502322291333,0.0720933818554314,0.000648840436698883,25.3047770312564,3.23099319337476
"26_3","",4,"26_3_4","1N",9,"26_C_new_witrox_11.txt","Control_26_10",2018-06-13,0.1697,"",26,299.15,8.62e-05,-0.0797122156768461,-1.77372310674196,"dodgerblue2",22,62,"3","channel_1",0.0581634754901117,0.0831156064753697,0.000748040458278327,29.1735778728548,3.37326343226664
"26_1","",2,"26_1_2","2N",10,"26_C_new_witrox_11.txt","Control_26_10",2018-06-13,0.1977,"",26,299.15,8.62e-05,-0.0797122156768461,-1.62100454880557,"dodgerblue2",22,62,"1","channel_2",0.0897694831164443,0.128280591373399,0.00115452532236059,45.026487572063,3.80725092931832
"26_2","",1,"26_2_1","3N",11,"26_C_new_witrox_11.txt","Control_26_10",2018-06-13,0.1558,"",26,299.15,8.62e-05,-0.0797122156768461,-1.85918214554549,"dodgerblue2",22,62,"2","channel_3",0.0415549591875531,0.0593820366790134,0.00053443833011112,20.8430948743337,3.03702271230513
"26_4","",5,"26_4_5","4N",12,"26_C_new_witrox_11.txt","Control_26_10",2018-06-13,0.1529,"",26,299.15,8.62e-05,-0.0797122156768461,-1.87797116604712,"dodgerblue2",22,62,"4","channel_4",0.109574189184333,0.156581516344412,0.0014092336470997,54.9601122368884,4.00660769006791
"26_2","",3,"26_2_3","1N",9,"26_C_new_witrox_12.txt","Control_26_12",2018-06-13,0.1416,"",26,299.15,8.62e-05,-0.0797122156768461,-1.95474909772252,"dodgerblue2",22,62,"2","channel_1",0.0548963549606134,0.0784468912387165,0.000706022021148448,27.5348588247895,3.31545279558271
"26_1","",4,"26_1_4","2N",10,"26_C_new_witrox_12.txt","Control_26_12",2018-06-13,0.2188,"",26,299.15,8.62e-05,-0.0797122156768461,-1.51959720843431,"dodgerblue2",22,62,"1","channel_2",0.0933832736063512,0.133444697983476,0.00120100228185128,46.8390889922,3.84671808918512
"26_3","",2,"26_3_2","3N",11,"26_C_new_witrox_12.txt","Control_26_12",2018-06-13,0.2763,"",26,299.15,8.62e-05,-0.0797122156768461,-1.28626804705277,"dodgerblue2",22,62,"3","channel_3",0.0715751693822418,0.102280917047223,0.000920528253425011,35.9006018835754,3.5807540609129
"26_2","",5,"26_2_5","4N",12,"26_C_new_witrox_12.txt","Control_26_12",2018-06-13,0.227,"",26,299.15,8.62e-05,-0.0797122156768461,-1.48280526150073,"dodgerblue2",22,62,"2","channel_4",0.120271507328592,0.171867983972557,0.00154681185575302,60.3256623743677,4.09975759154808
"32_2","",3,"32_2_3","1N",1,"32_C_new_witrox_10.txt","Control_32_10",2018-06-13,0.1548,"",32,305.15,8.62e-05,0.682790865741871,-1.86562131782651,"purple",24,62,"2","channel_1",0.121350007912168,0.173409161306488,0.00156068245175839,60.8666156185771,4.10868484080528
"32_2","",1,"32_2_1","2N",2,"32_C_new_witrox_10.txt","Control_32_10",2018-06-13,0.1859,"",32,305.15,8.62e-05,0.682790865741871,-1.68254638425474,"purple",24,62,"2","channel_2",0.122918944608991,0.175651171846247,0.00158086054661623,61.6535613180329,4.12153099465778
"32_1","",1,"32_1_1","3N",3,"32_C_new_witrox_10.txt","Control_32_10",2018-06-13,0.1499,"",32,305.15,8.62e-05,0.682790865741871,-1.89778687387359,"purple",24,62,"1","channel_3",0.0924629293818744,0.132129526086698,0.00118916573478029,46.3774636564312,3.83681364418351
"32_2","",4,"32_2_4","4N",4,"32_C_new_witrox_10.txt","Control_32_10",2018-06-13,0.1444,"",32,305.15,8.62e-05,0.682790865741871,-1.93516805252341,"purple",24,62,"2","channel_4",0.0556929770601487,0.0795852642189525,0.000716267377970573,27.9344277408523,3.32985989731923
"29_3","",1,"29_3_1","1N",1,"29_C_new_witrox_10.txt","Control_29_10",2018-06-14,0.1504,"",29,302.15,8.62e-05,0.305324711834194,-1.8944568674664,"seagreen3",23,63,"3","channel_1",0.0984272439688519,0.140652531631489,0.0012658727846834,49.3690386026528,3.89932347877051
"29_2","",1,"29_2_1","2N",2,"29_C_new_witrox_10.txt","Control_29_10",2018-06-14,0.206,"",29,302.15,8.62e-05,0.305324711834194,-1.57987911019256,"seagreen3",23,63,"2","channel_2",0.117915720999097,0.16850156530771,0.00151651408776939,59.144049423006,4.07997598389299
"29_2","",5,"29_2_5","3N",3,"29_C_new_witrox_10.txt","Control_29_10",2018-06-14,0.156,"",29,302.15,8.62e-05,0.305324711834194,-1.8578992717326,"seagreen3",23,63,"2","channel_3",0.105892908353599,0.151320966037293,0.00136188869433564,53.11365907909,3.972434128297
"29_2","",3,"29_2_3","4N",4,"29_C_new_witrox_10.txt","Control_29_10",2018-06-14,0.1681,"",29,302.15,8.62e-05,0.305324711834194,-1.78319623856757,"seagreen3",23,63,"2","channel_4",0.0718514852839048,0.1026757724707,0.000924081952236299,36.0391961372157,3.58460712775264
"29_3","",3,"29_3_3","1N",9,"29_C_new_witrox_11.txt","Control_29_10",2018-06-14,0.271,"",29,302.15,8.62e-05,0.305324711834194,-1.30563645810244,"seagreen3",23,63,"3","channel_1",0.100805476190494,0.144051025476217,0.00129645922928595,50.561909942152,3.9231985248797
"29_1","",1,"29_1_1","2N",10,"29_C_new_witrox_11.txt","Control_29_10",2018-06-14,0.3401,"",29,302.15,8.62e-05,0.305324711834194,-1.07851558696899,"seagreen3",23,63,"1","channel_2",0.205970945528881,0.294332481160771,0.00264899233044694,103.310700887431,4.63774096115187
"29_1","",3,"29_1_3","3N",11,"29_C_new_witrox_11.txt","Control_29_10",2018-06-14,0.2189,"",29,302.15,8.62e-05,0.305324711834194,-1.51914027445332,"seagreen3",23,63,"1","channel_3",0.0470092627263443,0.067176236435946,0.000604586127923514,23.578858989017,3.16035050500787
"29_3","",2,"29_3_2","4N",12,"29_C_new_witrox_11.txt","Control_29_10",2018-06-14,0.2525,"",29,302.15,8.62e-05,0.305324711834194,-1.37634403026672,"seagreen3",23,63,"3","channel_4",0.162824464855545,0.232676160278574,0.00209408544250717,81.6693322577794,4.40267856123512
"32_3","",3,"32_3_3","1N",1,"32_C_new_witrox_11.txt","Control_32_11",2018-06-14,0.2606,"",32,305.15,8.62e-05,0.682790865741871,-1.34476861429139,"purple",24,63,"3","channel_1",0.109301514950726,0.156191864864588,0.00140572678378129,54.8233445674704,4.0041160990003
"32_4","",2,"32_4_2","2N",2,"32_C_new_witrox_11.txt","Control_32_11",2018-06-14,0.1885,"",32,305.15,8.62e-05,0.682790865741871,-1.66865727209407,"purple",24,63,"4","channel_2",0.152681087284254,0.218181273729199,0.00196363146356279,76.5816270789487,4.33835719261044
"32_2","",2,"32_2_2","3N",3,"32_C_new_witrox_11.txt","Control_32_11",2018-06-14,0.2518,"",32,305.15,8.62e-05,0.682790865741871,-1.37912015737189,"purple",24,63,"2","channel_3",0.20531102424574,0.293389453647162,0.00264050508282446,102.979698230154,4.63453186424037
"32_4","",3,"32_4_3","4N",4,"32_C_new_witrox_11.txt","Control_32_11",2018-06-14,0.2211,"",32,305.15,8.62e-05,0.682790865741871,-1.50914019111874,"purple",24,63,"4","channel_4",0.100913347828687,0.144205174047193,0.00129784656642474,50.6160160905648,3.92426804973936
"32_4","",1,"32_4_1","1N",9,"32_C_new_witrox_12.txt","Control_32_11",2018-06-14,0.1832,"",32,305.15,8.62e-05,0.682790865741871,-1.69717682674211,"purple",24,63,"4","channel_1",0.0848041898710279,0.121185187325699,0.00109066668593129,42.5360007513203,3.7503507938652
"32_3","",4,"32_3_4","2N",10,"32_C_new_witrox_12.txt","Control_32_11",2018-06-14,0.1384,"",32,305.15,8.62e-05,0.682790865741871,-1.97760723579857,"purple",24,63,"3","channel_2",0.0707041218704638,0.101036190152893,0.000909325711376034,35.4637027436653,3.56850971548977
"32_1","",4,"32_1_4","3N",11,"32_C_new_witrox_12.txt","Control_32_11",2018-06-14,0.1863,"",32,305.15,8.62e-05,0.682790865741871,-1.68039700137459,"purple",24,63,"1","channel_3",0.0559715927844628,0.0799834060889973,0.000719850654800976,28.074175537238,3.33485013375477
"32_3","",5,"32_3_5","4N",12,"32_C_new_witrox_12.txt","Control_32_11",2018-06-14,0.1549,"",32,305.15,8.62e-05,0.682790865741871,-1.86497553155931,"purple",24,63,"3","channel_4",0.103265924438817,0.147567006023069,0.00132810305420762,51.7960191140972,3.94731329523304
"20_1","",3,"20_1_3","1N",1,"20_C_new_witrox_10.txt","Control_20_10",2018-06-15,0.1355,"",20,293.15,8.62e-05,-0.873428112981714,-1.99878363866238,"tomato",21,64,"1","channel_1",0.0460675472581174,0.0658305250318497,0.000592474725286648,23.1065142861793,3.14011458150287
"20_1","",1,"20_1_1","2N",2,"20_C_new_witrox_10.txt","Control_20_10",2018-06-15,0.0926,"",20,293.15,8.62e-05,-0.873428112981714,-2.37946613733,"tomato",21,64,"1","channel_2",0.0333234468677328,0.0476192055739902,0.000428572850165912,16.7143411564706,2.81626710279074
"20_1","",4,"20_1_4","3N",3,"20_C_new_witrox_10.txt","Control_20_10",2018-06-15,0.1506,"",20,293.15,8.62e-05,-0.873428112981714,-1.89312796361634,"tomato",21,64,"1","channel_3",0.048853810847525,0.0698120957011132,0.000628308861310019,24.5040455910907,3.19883823008582
"20_2","",2,"20_2_2","4N",4,"20_C_new_witrox_10.txt","Control_20_10",2018-06-15,0.0728,"",20,293.15,8.62e-05,-0.873428112981714,-2.6200393237795,"tomato",21,64,"2","channel_4",0.0236733705210817,0.0338292464746257,0.000304463218271632,11.8740655125936,2.47435665314787
"20_4","",1,"20_4_1","1N",1,"20_C_new_witrox_11.txt","Control_20_11",2018-06-15,0.1331,"",20,293.15,8.62e-05,-0.873428112981714,-2.01665455358107,"tomato",21,64,"4","channel_1",0.0762936199324277,0.109023582883439,0.000981212245950952,38.2672775920871,3.64459516003993
"20_4","",3,"20_4_3","2N",2,"20_C_new_witrox_11.txt","Control_20_11",2018-06-15,0.1294,"",20,293.15,8.62e-05,-0.873428112981714,-2.04484689691534,"tomato",21,64,"4","channel_2",0.0822354593050625,0.117514471346934,0.00105763024212241,41.247579442774,3.71959243088376
"20_3","",5,"20_3_5","3N",3,"20_C_new_witrox_11.txt","Control_20_11",2018-06-15,0.1401,"",20,293.15,8.62e-05,-0.873428112981714,-1.96539882563918,"tomato",21,64,"3","channel_3",0.0637089618549804,0.091040106490767,0.000819360958416903,31.9550773782592,3.46433108457511
"20_4","",5,"20_4_5","4N",4,"20_C_new_witrox_11.txt","Control_20_11",2018-06-15,0.1568,"",20,293.15,8.62e-05,-0.873428112981714,-1.85278417106583,"tomato",21,64,"4","channel_4",0.0571422038833689,0.0816562093493342,0.000734905884144008,28.6613294816163,3.35554880937774
"20_2","",5,"20_2_5","1N",9,"20_C_new_witrox_12.txt","Control_20_12",2018-06-15,0.113,"",20,293.15,8.62e-05,-0.873428112981714,-2.1803674602698,"tomato",21,64,"2","channel_1",0.0349208847806672,0.0499019443515735,0.000449117499164161,17.5155824674023,2.86309091144348
"20_2","",3,"20_2_3","2N",10,"20_C_new_witrox_12.txt","Control_20_12",2018-06-15,0.091,"",20,293.15,8.62e-05,-0.873428112981714,-2.39689577246529,"tomato",21,64,"2","channel_2",0.03612151849675,0.0516176499318558,0.000464558849386702,18.1177951260814,2.89689461142742
